SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m)
1, 6.9400, 347, -0.02390199, -0.99383980, 0.06256319, -8.58521461, -14.40506458, 53.70553207, -33.12110519, -67.16407013, 6.81813288, 84.13098145, -1.16888905, -158.81242371, -0.14319335, 0.11572266, -0.65991765, -0.72843164, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 6.9400, 347, -0.28305319, -0.78470981, 0.20208614, -11.80260563, 36.66778564, -150.30964661, -9.30038929, -32.51072311, 13.09460926, 25.10943604, -12.86747932, -79.17533112, 0.76300800, -0.09676280, 0.22193919, 0.59933186, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 6.9600, 348, -0.01377645, -0.98833382, 0.07786153, -11.84882832, -11.90789223, 53.05370712, -34.51807022, -66.41500854, 7.28493738, 84.02735901, -2.25130820, -158.97517395, -0.14845876, 0.10774003, -0.66060978, -0.72797453, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 6.9600, 348, -0.27278835, -0.78745294, 0.15123317, -5.66673422, 25.30553055, -147.57669067, -7.93429184, -34.36980820, 13.16077328, 24.85692215, -10.03632450, -78.20834351, 0.76678473, -0.11249283, 0.20151335, 0.59898162, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 6.9800, 349, -0.28378293, -0.83250618, 0.08242147, 1.05322862, 11.10227585, -139.48941040, -6.33061171, -35.86740112, 12.96228504, 24.85473442, -7.33310604, -77.55783081, 0.76836425, -0.12830679, 0.18319371, 0.59966153, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 6.9800, 349, 0.02813090, -1.00949275, 0.04313742, -12.02034187, 6.01992273, 46.72002029, -34.36945724, -66.81835175, 6.87647772, 83.90995026, -3.17444301, -158.77536011, -0.15510531, 0.10282798, -0.66065264, -0.72725993, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.0000, 350, -0.05788644, -1.00656569, -0.01108235, -2.06999111, 30.88381386, 39.82302094, -34.63695526, -66.29976654, 6.81813288, 83.93743134, -3.92440557, -158.09133911, -0.16368417, 0.10200711, -0.66099238, -0.72518355, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.0000, 350, -0.43777183, -0.91231865, 0.02473204, -2.33575416, 0.76652360, -125.52809906, -4.90511799, -36.38381195, 12.63147259, 24.81974792, -4.89392900, -77.15047455, 0.76854879, -0.14185646, 0.16647749, 0.60124439, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.0200, 351, -0.62778443, -0.92111576, -0.07084022, -16.64515114, -2.62167454, -110.44715118, -3.56871748, -37.49409866, 11.70520020, 24.53666496, -2.71084905, -76.87999725, 0.76828337, -0.15201853, 0.15017153, 0.60339022, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.0200, 351, -0.21953408, -0.93901467, -0.14674270, 6.40647697, 47.91090393, 29.57767487, -35.64752960, -66.18452454, 6.87647772, 84.06899261, -4.45691442, -157.07940674, -0.17298010, 0.10463226, -0.66147006, -0.72221005, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.0400, 352, -0.67589021, -0.89803553, -0.12737243, -24.62176132, 16.36943054, -90.34934235, -3.65781140, -37.28753281, 12.23449612, 24.04837608, -0.98122370, -76.30474091, 0.77019143, -0.15864074, 0.13527445, 0.60277617, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.0400, 352, -0.34685248, -0.88645548, -0.25739583, 14.41435051, 58.65601349, 18.97793579, -35.29085541, -66.96240234, 6.35132122, 84.31838989, -4.71149540, -155.89968872, -0.18160637, 0.11020707, -0.66220939, -0.71857661, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.0600, 353, -0.30370256, -0.90783566, -0.23342589, 17.79466629, 45.26148605, 1.36828279, -35.11252213, -65.80999756, 6.35132122, 84.60095215, -4.63745928, -155.03804016, -0.18629983, 0.11611405, -0.66304255, -0.71567070, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.0600, 353, -0.50827211, -0.88637710, -0.08491375, -21.93278885, 46.62715530, -68.66786957, -1.93533885, -37.64902115, 11.60595417, 23.52976036, 0.22130473, -75.22034454, 0.77529800, -0.16267613, 0.12293677, 0.59777594, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.0800, 354, -0.15038966, -0.99297100, -0.09057127, 14.36348915, 12.53085709, -14.05739307, -35.49891663, -66.27095032, 6.93483019, 84.82555389, -4.32656384, -154.82826233, -0.18561190, 0.11966425, -0.66386336, -0.71450275, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.0800, 354, -0.28205431, -0.90637183, 0.06066104, -12.95885181, 59.02656555, -49.27018356, -1.51957011, -37.64902115, 10.81200981, 23.18798065, 1.03184068, -73.95574951, 0.78144795, -0.16585176, 0.11383638, 0.59065533, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.1000, 355, -0.06418627, -1.00719905, 0.06690995, 10.00722218, -4.34935904, -16.30813408, -35.70697784, -66.04047394, 6.64307594, 84.98222351, -3.97915339, -154.93959045, -0.18277453, 0.12146886, -0.66454357, -0.71429741, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.1000, 355, -0.09105625, -0.89426810, 0.23656525, 0.09495449, 56.53050232, -30.36729622, -1.75715315, -38.13961411, 10.74584579, 23.14369583, 1.47855973, -72.77801514, 0.78704405, -0.16896734, 0.10882135, 0.58324069, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.1200, 356, 0.00851641, -1.03808343, 0.12028852, 4.05046749, -7.78694248, -19.21764183, -34.42890549, -66.06928253, 6.35132122, 85.05886078, -3.56407142, -155.10668945, -0.17928128, 0.12324370, -0.66470134, -0.71473169, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.1200, 356, -0.01804627, -0.94231945, 0.40506798, 12.72733784, 40.94933319, -18.22710419, -1.69775784, -38.13961411, 10.71276379, 23.33819199, 1.72136474, -71.92494202, 0.79079968, -0.17232932, 0.10685735, 0.57751191, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.1400, 357, 0.02287905, -1.05567741, 0.07532180, 0.50666219, -2.34103894, -22.50570679, -34.42890549, -66.12690735, 7.13906002, 85.01352692, -3.11662078, -155.16545105, -0.17640591, 0.12565866, -0.66393799, -0.71573544, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.1400, 357, -0.02087964, -0.99492997, 0.42513043, 9.87059116, 3.71877003, -13.83332539, -1.81654835, -39.09497452, 10.97741604, 23.53386688, 1.97622073, -71.84176636, 0.79062867, -0.17502894, 0.10594996, 0.57710135, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.1600, 358, 0.00806022, -1.02928770, 0.02110829, -1.59086370, 1.03012586, -23.32564163, -34.25056458, -66.35738373, 6.23462391, 84.92421722, -2.65580177, -155.15536499, -0.17393246, 0.12849055, -0.66279775, -0.71689397, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.1600, 358, -0.00355420, -0.99042213, 0.29352885, 2.76089287, -29.56894875, -8.57917690, -0.86621827, -38.34617615, 11.17589951, 23.67933464, 2.23760939, -72.43254852, 0.78711110, -0.17679197, 0.10578263, 0.58138692, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.1800, 359, -0.02016529, -1.00480056, -0.01834461, -1.81810522, 5.71176624, -23.92439842, -34.13167953, -66.90477753, 6.55555105, 84.83291626, -2.17704272, -155.05703735, -0.17191334, 0.13194390, -0.66150802, -0.71794415, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.1800, 359, -0.04281941, -0.99219763, 0.17702928, -2.51784110, -45.85465240, -3.52409506, -1.31168568, -38.19125366, 11.40746975, 23.70281982, 2.42681646, -73.32803345, 0.78227890, -0.17707951, 0.10598129, 0.58775038, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.2000, 360, -0.04489566, -1.00470805, -0.05736048, -2.16801667, 5.47436857, -24.82838058, -34.10195160, -66.70310974, 6.26379633, 84.72739410, -1.68300855, -154.96575928, -0.16978309, 0.13543186, -0.66009885, -0.71909761, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.2000, 360, -0.08723725, -0.95874065, 0.15770024, -4.86548805, -34.69352341, 1.89245224, -0.59893858, -38.57856369, 12.06909466, 23.67874146, 2.46769810, -73.99790192, 0.77881688, -0.17650214, 0.10661041, 0.59238970, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.2200, 361, -0.09501596, -0.96229625, 0.17720054, -1.50073195, -11.07329845, 7.34397507, -0.65833390, -38.73348618, 11.63903618, 23.65739632, 2.34484100, -74.21093750, 0.77789718, -0.17552949, 0.10766722, 0.59369457, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.2200, 361, -0.12545900, -0.99732286, -0.00910987, -1.81213975, 8.63076973, -26.96792412, -33.29944611, -67.25050354, 6.17627192, 84.62994385, -1.16322398, -154.80854797, -0.16791460, 0.13947357, -0.65860653, -0.72013146, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.2400, 362, -0.09718378, -0.99084228, -0.01017151, -3.68392181, 11.07157993, -28.87039185, -33.12110519, -67.27930450, 6.58473110, 84.48783112, -0.59225559, -154.61276245, -0.16605732, 0.14399265, -0.65668851, -0.72142309, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.2400, 362, -0.03510624, -0.95592183, 0.12339984, 1.63836706, 7.40582657, 10.13046741, -0.92561549, -38.60438538, 11.93676567, 23.68061256, 2.11884022, -74.07706451, 0.77882832, -0.17465673, 0.10912745, 0.59246325, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.2600, 363, -0.07043231, -0.99202061, 0.08766569, -1.62110746, 11.15268230, -25.51737404, -33.00222015, -67.13525391, 6.40967369, 84.38910675, -0.08302014, -154.39834595, -0.16462353, 0.14828932, -0.65507561, -0.72234714, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.2600, 363, 0.04213404, -0.98012000, 0.12681313, 8.44721413, 13.14143562, 11.09739685, -1.16319656, -38.63020706, 11.73828220, 23.81548882, 1.89220643, -73.83958435, 0.78012025, -0.17464393, 0.11101178, 0.59041357, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.2800, 364, 0.11225560, -1.01376438, 0.18842125, 13.08955574, 20.03429604, 9.75936127, -1.51957011, -37.85558701, 12.03601265, 24.03485107, 1.63163733, -73.43251038, 0.78218663, -0.17521060, 0.11330236, 0.58706719, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.2800, 364, 0.19708702, -1.04086447, -0.04003046, -5.72270775, 10.02800274, -26.10004044, -32.52665710, -67.22168732, 6.00122213, 84.21451569, 0.45196185, -154.23950195, -0.16279888, 0.15231998, -0.65299147, -0.72380757, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.3000, 365, 0.22039120, -1.01035964, -0.04748375, -6.26008320, -1.14767230, -18.78383636, -32.31859970, -67.33692932, 5.91368961, 84.04000092, 0.80514205, -154.28700256, -0.16071613, 0.15403146, -0.65143085, -0.72531551, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.3000, 365, 0.21785229, -1.07456791, 0.08115496, 13.68216610, 19.83687019, 7.49632883, -1.81654835, -37.75230408, 12.26757813, 24.23855209, 1.50000894, -73.07921600, 0.78383547, -0.17628650, 0.11470497, 0.58426690, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.3200, 366, 0.29301089, -1.01665640, -0.12310647, -4.47063494, -7.18541479, -11.54266262, -31.72414780, -67.02001190, 5.85534477, 83.88522339, 1.08493662, -154.44149780, -0.15834999, 0.15470527, -0.65024257, -0.72675735, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.3200, 366, 0.23560961, -1.08006561, 0.07090867, 10.03818130, 1.72373116, 4.94193792, -1.60866392, -38.01050949, 11.63903618, 24.42372322, 1.39469957, -73.05667877, 0.78378928, -0.17704304, 0.11633720, 0.58377725, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.3400, 367, 0.13282071, -1.01381934, -0.10263642, 0.22022849, -9.84596920, -2.24136782, -31.84303856, -67.82669830, 6.70142841, 83.88756561, 1.11167395, -154.64323425, -0.15691476, 0.15373257, -0.65048921, -0.72705430, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.3400, 367, 0.18056332, -1.04232478, 0.10160255, 2.09285116, -9.36291027, 2.97200251, -1.96503747, -38.24289703, 11.93676567, 24.47851372, 1.36047828, -73.24925232, 0.78276300, -0.17704804, 0.11714897, 0.58498907, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.3600, 368, 0.02785243, -0.99988610, -0.03118901, 3.63135672, -9.06707668, 1.83064997, -32.25915527, -67.88431549, 6.32214880, 83.95900726, 1.07409775, -154.81353760, -0.15595320, 0.15262523, -0.65122545, -0.72683531, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.3600, 368, 0.05273269, -0.99421203, 0.16371521, 0.54723078, -9.33528900, 5.59769249, -1.48987150, -38.06214905, 12.20141888, 24.51356506, 1.35449576, -73.47138977, 0.78158057, -0.17702930, 0.11771231, 0.58646089, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.3800, 369, -0.06244699, -0.95174873, 0.17873475, -0.13115601, -3.53856039, 12.64102554, -1.37108099, -37.90723038, 12.86303902, 24.51138306, 1.10197258, -73.57132721, 0.78137076, -0.17562625, 0.11958304, 0.58678371, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.3800, 369, 0.01689662, -0.99544024, -0.00306044, 1.86267543, -3.13966608, 1.25285876, -32.14026260, -67.53859711, 6.46802616, 84.06058502, 1.04916739, -154.87411499, -0.15557647, 0.15226142, -0.65198660, -0.72630984, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.4000, 370, 0.01268032, -1.00577044, 0.00578718, -0.02454222, -3.65555406, -0.26883644, -32.31859970, -67.71145630, 6.75978088, 84.05248260, 1.05194449, -154.95405579, -0.15506457, 0.15181307, -0.65203720, -0.72646767, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.4000, 370, -0.10866683, -0.93214160, 0.19795105, 3.60491276, 3.55788064, 23.10647964, -1.99473417, -37.75230408, 12.56530857, 24.57114410, 0.61547011, -73.55752563, 0.78191549, -0.17356996, 0.12319441, 0.58592224, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.4200, 371, -0.08525342, -0.93839204, 0.17785262, 6.53951454, 6.09823656, 32.85427856, -2.58869076, -37.46827698, 12.23449612, 24.66890717, -0.06930170, -73.53016663, 0.78268212, -0.17077479, 0.12833107, 0.58461595, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.4200, 371, 0.05753926, -1.00837684, -0.00716382, -4.15596056, -8.95857811, -2.35470700, -31.81331635, -67.53859711, 6.29297638, 83.96813202, 1.09909558, -155.13879395, -0.15373474, 0.15094653, -0.65167767, -0.72725308, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.4400, 372, 0.03904473, -1.01050580, -0.01986708, -6.27571726, -9.26903820, -4.49501801, -31.54581261, -67.13525391, 6.67225599, 83.82698059, 1.16728270, -155.32569885, -0.15234362, 0.15012710, -0.65092796, -0.72838598, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.4400, 372, -0.13146621, -0.90411252, 0.21191713, 12.76084518, 4.42797184, 41.95694351, -2.20261860, -37.82976532, 12.49914837, 24.88760567, -0.93803310, -73.54866791, 0.78321230, -0.16780972, 0.13539983, 0.58316827, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.4600, 373, -0.24573353, -0.90655494, 0.13989156, 16.62935257, -0.81525499, 53.51572800, -3.33113456, -37.36499405, 12.03601265, 25.18758774, -2.03958821, -73.70705414, 0.78312355, -0.16402194, 0.14465056, 0.58214319, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.4600, 373, 0.00607226, -0.99880213, -0.03336047, -5.69577646, -9.28283119, -9.23881912, -31.36747742, -67.71145630, 6.14709949, 83.68654633, 1.33274519, -155.51945496, -0.15035051, 0.14988987, -0.65004909, -0.72963274, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.4800, 374, -0.26580694, -0.94187272, 0.08654370, 15.37142086, -7.68259811, 66.20278168, -2.85597038, -37.18424988, 12.79687881, 25.47814178, -3.34993911, -74.04257202, 0.78230679, -0.15881744, 0.15547845, 0.58189309, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.4800, 374, 0.02553633, -0.99401230, -0.05426800, -5.28388357, -7.30861425, -14.67877007, -31.63497925, -67.76908112, 6.35132122, 83.54223633, 1.60523307, -155.67610168, -0.14798734, 0.15054217, -0.64894032, -0.73096740, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.5000, 375, 0.00677880, -1.00770676, -0.02344307, -2.51830626, -4.13262129, -19.10761452, -31.27830887, -68.02837372, 6.38050127, 83.44045258, 1.97869003, -155.78047180, -0.14532641, 0.15219121, -0.64788407, -0.73209584, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.5000, 375, -0.28160611, -0.90393007, 0.15617357, 15.88293552, 2.38396192, 77.80876923, -4.16267204, -35.60919189, 13.02844429, 25.74050140, -4.93172979, -74.21063995, 0.78255332, -0.15217641, 0.16770387, 0.57993805, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.5200, 376, 0.01750388, -1.00778782, -0.04840704, -2.76558352, -1.19701278, -25.08990097, -31.18914223, -67.82669830, 6.40967369, 83.34022522, 2.44863296, -155.82414246, -0.14250229, 0.15480129, -0.64660853, -0.73323059, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.5200, 376, -0.30879608, -0.87618190, 0.27954310, 11.96222210, 22.02469444, 91.44535828, -5.67725992, -35.48009109, 13.22693253, 25.83705902, -6.83341551, -74.07749939, 0.78466725, -0.14314878, 0.18079451, 0.57542944, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.5400, 377, 0.03051716, -0.99183768, -0.05652543, -1.51001477, 7.34049463, -29.54778290, -30.83247185, -67.53859711, 5.97204208, 83.23810577, 3.04427958, -155.70556641, -0.14000568, 0.15912290, -0.64489609, -0.73429382, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.5600, 378, 0.09043770, -1.02383089, -0.00226176, -4.26710749, 18.41518784, -33.02069473, -29.82190323, -68.51814270, 6.26379633, 83.09233856, 3.71785855, -155.36827087, -0.13853642, 0.16511115, -0.64244056, -0.73540205, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.5400, 377, -0.28899136, -0.85112655, 0.18765308, 7.46976614, 5.96168089, 102.95948029, -6.59789181, -35.04114151, 12.86303902, 25.94329262, -8.89703369, -74.33219147, 0.78473091, -0.13267520, 0.19543114, 0.57306314, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.5800, 379, -0.01910300, -1.01959002, 0.04461891, -9.29330444, 24.09872055, -36.83727264, -30.32718658, -68.48933411, 6.20544434, 82.85942078, 4.44986200, -154.93215942, -0.13751385, 0.17190695, -0.63912678, -0.73692262, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.5600, 378, -0.33680087, -0.79011905, 0.31331176, 18.38808250, 3.18260336, 112.24674988, -7.63731384, -34.16324234, 13.52466297, 26.30169868, -11.15846062, -74.61869812, 0.78425366, -0.12272021, 0.21254802, 0.56983286, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.5800, 379, -0.34161979, -0.81235498, 0.32306200, 28.18760681, 19.52228737, 117.82019043, -9.41918087, -33.98249817, 13.29309750, 26.71365356, -13.57366180, -74.60816193, 0.78503644, -0.11278607, 0.23048212, 0.56380415, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.6000, 380, -0.21230166, -0.90335101, 0.31680930, 17.37041092, 24.88538361, 114.43638611, -9.77555466, -32.79475021, 13.39233875, 26.89089012, -15.90749359, -74.53478241, 0.78604347, -0.10176949, 0.24654628, 0.55766815, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.6000, 380, 0.05444077, -0.96979916, 0.02991891, -15.24516487, 24.26496315, -38.60211563, -29.25717354, -68.71981049, 5.73863983, 82.49213409, 5.21275568, -154.50433350, -0.13649835, 0.17867860, -0.63483286, -0.73920864, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.6200, 381, -0.10286396, -0.92649347, 0.18942890, 18.97387886, 12.94655132, 110.18370056, -11.58711910, -31.16805458, 12.89612103, 27.22560692, -18.12950897, -74.69580841, 0.78548062, -0.09187239, 0.26272726, 0.55276942, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.6200, 381, 0.26345497, -0.96705079, -0.10501690, -18.65618706, 19.93712997, -36.23864365, -29.25717354, -67.99955750, 5.09677887, 82.07540131, 5.92918634, -154.15661621, -0.13534920, 0.18464461, -0.63034916, -0.74178636, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.6400, 382, -0.22666490, -0.96928811, 0.01125506, 25.81247520, -6.91389656, 106.30335999, -11.58711910, -30.90984726, 13.02844429, 27.86425781, -20.21640968, -75.26345825, 0.78252459, -0.08371074, 0.27963436, 0.54995692, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.6400, 382, 0.25942725, -0.97700518, -0.01680950, -12.62053204, 24.01018715, -28.20062828, -28.21688461, -68.57575989, 5.73863983, 81.81156921, 6.49159765, -153.72091675, -0.13542810, 0.19028871, -0.62692267, -0.74324793, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.6600, 383, 0.15446965, -0.96686620, -0.02432158, -8.69869423, 17.58917618, -24.83654404, -28.30605316, -69.26720428, 4.80502415, 81.62923431, 6.99767303, -153.42185974, -0.13482298, 0.19491366, -0.62430888, -0.74435878, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.6600, 383, -0.48237559, -0.86063653, -0.03670895, 20.35985565, -3.82855177, 120.60586548, -13.01261330, -29.10240746, 13.39233875, 28.36259842, -22.61246490, -75.79916382, 0.77969921, -0.07280681, 0.29756075, 0.54610074, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.6800, 384, 0.10981927, -0.93202531, -0.05450984, 3.40554118, 12.45633411, -27.04597664, -27.83049202, -69.98744965, 4.89255667, 81.67221832, 7.55966949, -153.22811890, -0.13283971, 0.19957526, -0.62320220, -0.74440742, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.6800, 384, -0.58991235, -0.86976886, -0.09769297, 13.82216549, 13.57849026, 134.54461670, -14.70538712, -27.73391533, 13.39233875, 28.63980484, -25.30968285, -76.16561890, 0.77755898, -0.05902517, 0.31593281, 0.54046696, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.7000, 385, 0.24650511, -0.96815085, -0.20973279, 11.22383118, 3.83127952, -28.16651154, -27.17659569, -68.86386108, 4.77585173, 81.84067535, 8.15297318, -153.22010803, -0.12924463, 0.20355706, -0.62315196, -0.74400401, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.7000, 385, -0.55014408, -0.88902658, -0.12597302, 12.47417164, -15.92748165, 140.28993225, -14.88357067, -26.77855301, 13.35925674, 29.33180618, -27.98134613, -77.25109863, 0.77157718, -0.04593036, 0.33607736, 0.53815526, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.7200, 386, 0.24957988, -1.02291059, -0.22219175, 24.98012543, -6.14823294, -27.97771454, -26.84964561, -69.26720428, 5.24265575, 82.23995209, 8.75386333, -153.41467285, -0.12386107, 0.20671912, -0.62493283, -0.74255276, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 7.7200, 386, -0.55777824, -0.74973255, -0.02626756, 24.66092300, -49.92150879, 150.35968018, -15.92299461, -25.04857254, 14.84791183, 30.77471542, -30.68935585, -79.13887024, 0.76145530, -0.03472222, 0.35967642, 0.53815711, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
